index,identifier,label,region
108,binary-108.ts,Non-Moth,NorthEasternAmerica
109,binary-109.ts,Non-Moth,NorthEasternAmerica
110,binary-110.ts,Non-Moth,NorthEasternAmerica
111,binary-111.ts,Non-Moth,NorthEasternAmerica
112,binary-112.ts,Non-Moth,NorthEasternAmerica
113,binary-113.ts,Non-Moth,NorthEasternAmerica
114,binary-114.ts,Non-Moth,NorthEasternAmerica
115,binary-115.ts,Non-Moth,NorthEasternAmerica
116,binary-116.ts,Non-Moth,NorthEasternAmerica
117,binary-117.ts,Non-Moth,NorthEasternAmerica
118,binary-118.ts,Non-Moth,NorthEasternAmerica
119,binary-119.ts,Non-Moth,NorthEasternAmerica
120,binary-120.ts,Non-Moth,NorthEasternAmerica
121,binary-121.ts,Moth,NorthEasternAmerica
122,binary-122.ts,Moth,NorthEasternAmerica
123,binary-123.ts,Moth,NorthEasternAmerica
124,binary-124.ts,Moth,NorthEasternAmerica
125,binary-125.ts,Moth,NorthEasternAmerica
126,binary-126.ts,Moth,NorthEasternAmerica
127,binary-127.ts,Moth,NorthEasternAmerica
128,binary-128.ts,Moth,NorthEasternAmerica
129,binary-129.ts,Moth,NorthEasternAmerica
130,binary-130.ts,Moth,NorthEasternAmerica
131,binary-131.ts,Moth,NorthEasternAmerica
132,binary-132.ts,Moth,NorthEasternAmerica
133,binary-133.ts,Moth,NorthEasternAmerica
134,binary-134.ts,Moth,NorthEasternAmerica
135,binary-135.ts,Moth,NorthEasternAmerica
136,binary-136.ts,Moth,NorthEasternAmerica
137,binary-137.ts,Moth,NorthEasternAmerica
138,binary-138.ts,Moth,NorthEasternAmerica
139,binary-139.ts,Moth,NorthEasternAmerica
140,binary-140.ts,Moth,NorthEasternAmerica
141,binary-141.ts,Moth,NorthEasternAmerica
142,binary-142.ts,Moth,NorthEasternAmerica
143,binary-143.ts,Moth,NorthEasternAmerica
144,binary-144.ts,Moth,NorthEasternAmerica
145,binary-145.ts,Moth,NorthEasternAmerica
146,binary-146.ts,Moth,NorthEasternAmerica
147,binary-147.ts,Moth,NorthEasternAmerica
148,binary-148.ts,Moth,NorthEasternAmerica
149,binary-149.ts,Non-Moth,NorthEasternAmerica
150,binary-150.ts,Moth,NorthEasternAmerica
151,binary-151.ts,Non-Moth,NorthEasternAmerica
152,binary-152.ts,Non-Moth,NorthEasternAmerica
153,binary-153.ts,Non-Moth,NorthEasternAmerica
154,binary-154.ts,Non-Moth,NorthEasternAmerica
155,binary-155.ts,Non-Moth,NorthEasternAmerica
156,binary-156.ts,Moth,NorthEasternAmerica
157,binary-157.ts,Non-Moth,NorthEasternAmerica
158,binary-158.ts,Non-Moth,NorthEasternAmerica
159,binary-159.ts,Non-Moth,NorthEasternAmerica
160,binary-160.ts,Non-Moth,NorthEasternAmerica
161,binary-161.ts,Non-Moth,NorthEasternAmerica
162,binary-162.ts,Non-Moth,NorthEasternAmerica
163,binary-163.ts,Non-Moth,NorthEasternAmerica
164,binary-164.ts,Non-Moth,NorthEasternAmerica
165,binary-165.ts,Moth,NorthEasternAmerica
166,binary-166.ts,Moth,NorthEasternAmerica
167,binary-167.ts,Moth,NorthEasternAmerica
168,binary-168.ts,Moth,NorthEasternAmerica
169,binary-169.ts,Moth,NorthEasternAmerica
170,binary-170.ts,Moth,NorthEasternAmerica
171,binary-171.ts,Moth,NorthEasternAmerica
172,binary-172.ts,Moth,NorthEasternAmerica
173,binary-173.ts,Moth,NorthEasternAmerica
174,binary-174.ts,Moth,NorthEasternAmerica
175,binary-175.ts,Moth,NorthEasternAmerica
176,binary-176.ts,Moth,NorthEasternAmerica
177,binary-177.ts,Moth,NorthEasternAmerica
178,binary-178.ts,Moth,NorthEasternAmerica
179,binary-179.ts,Moth,NorthEasternAmerica
180,binary-180.ts,Moth,NorthEasternAmerica
181,binary-181.ts,Moth,NorthEasternAmerica
182,binary-182.ts,Moth,NorthEasternAmerica
183,binary-183.ts,Moth,NorthEasternAmerica
184,binary-184.ts,Moth,NorthEasternAmerica
185,binary-185.ts,Moth,NorthEasternAmerica
186,binary-186.ts,Moth,NorthEasternAmerica
187,binary-187.ts,Moth,NorthEasternAmerica
188,binary-188.ts,Moth,NorthEasternAmerica
189,binary-189.ts,Moth,NorthEasternAmerica
190,binary-190.ts,Moth,NorthEasternAmerica
191,binary-191.ts,Moth,NorthEasternAmerica
192,binary-192.ts,Non-Moth,NorthEasternAmerica
193,binary-193.ts,Non-Moth,NorthEasternAmerica
194,binary-194.ts,Non-Moth,NorthEasternAmerica
195,binary-195.ts,Non-Moth,NorthEasternAmerica
196,binary-196.ts,Non-Moth,NorthEasternAmerica
197,binary-197.ts,Non-Moth,NorthEasternAmerica
198,binary-198.ts,Non-Moth,NorthEasternAmerica
199,binary-199.ts,Non-Moth,NorthEasternAmerica
200,binary-200.ts,Non-Moth,NorthEasternAmerica
201,binary-201.ts,Non-Moth,NorthEasternAmerica
202,binary-202.ts,Non-Moth,NorthEasternAmerica
203,binary-203.ts,Non-Moth,NorthEasternAmerica
204,binary-204.ts,Non-Moth,NorthEasternAmerica
205,binary-205.ts,Non-Moth,NorthEasternAmerica
206,binary-206.ts,Non-Moth,NorthEasternAmerica
207,binary-207.ts,Non-Moth,NorthEasternAmerica
208,binary-208.ts,Moth,NorthEasternAmerica
209,binary-209.ts,Moth,NorthEasternAmerica
210,binary-210.ts,Moth,NorthEasternAmerica
211,binary-211.ts,Moth,NorthEasternAmerica
212,binary-212.ts,Moth,NorthEasternAmerica
213,binary-213.ts,Moth,NorthEasternAmerica
214,binary-214.ts,Moth,NorthEasternAmerica
215,binary-215.ts,Moth,NorthEasternAmerica
216,binary-216.ts,Moth,NorthEasternAmerica
217,binary-217.ts,Moth,NorthEasternAmerica
218,binary-218.ts,Moth,NorthEasternAmerica
219,binary-219.ts,Moth,NorthEasternAmerica
220,binary-220.ts,Moth,NorthEasternAmerica
221,binary-221.ts,Moth,NorthEasternAmerica
222,binary-222.ts,Moth,NorthEasternAmerica
223,binary-223.ts,Moth,NorthEasternAmerica
224,binary-224.ts,Moth,NorthEasternAmerica
225,binary-225.ts,Moth,NorthEasternAmerica
226,binary-226.ts,Moth,NorthEasternAmerica
227,binary-227.ts,Moth,NorthEasternAmerica
228,binary-228.ts,Moth,NorthEasternAmerica
229,binary-229.ts,Moth,NorthEasternAmerica
230,binary-230.ts,Moth,NorthEasternAmerica
231,binary-231.ts,Moth,NorthEasternAmerica
232,binary-232.ts,Moth,NorthEasternAmerica
233,binary-233.ts,Moth,NorthEasternAmerica
234,binary-234.ts,Moth,NorthEasternAmerica
235,binary-235.ts,Moth,NorthEasternAmerica
236,binary-236.ts,Moth,NorthEasternAmerica
237,binary-237.ts,Moth,NorthEasternAmerica
238,binary-238.ts,Moth,NorthEasternAmerica
239,binary-239.ts,Moth,NorthEasternAmerica
240,binary-240.ts,Non-Moth,NorthEasternAmerica
241,binary-241.ts,Non-Moth,NorthEasternAmerica
242,binary-242.ts,Non-Moth,NorthEasternAmerica
243,binary-243.ts,Non-Moth,NorthEasternAmerica
244,binary-244.ts,Non-Moth,NorthEasternAmerica
245,binary-245.ts,Non-Moth,NorthEasternAmerica
246,binary-246.ts,Non-Moth,NorthEasternAmerica
247,binary-247.ts,Non-Moth,NorthEasternAmerica
248,binary-248.ts,Non-Moth,NorthEasternAmerica
249,binary-249.ts,Non-Moth,NorthEasternAmerica
250,binary-250.ts,Non-Moth,NorthEasternAmerica
251,binary-251.ts,Non-Moth,NorthEasternAmerica
252,binary-252.ts,Non-Moth,NorthEasternAmerica
253,binary-253.ts,Moth,NorthEasternAmerica
254,binary-254.ts,Non-Moth,NorthEasternAmerica
255,binary-255.ts,Non-Moth,NorthEasternAmerica
256,binary-256.ts,Non-Moth,NorthEasternAmerica
257,binary-257.ts,Non-Moth,NorthEasternAmerica
258,binary-258.ts,Non-Moth,NorthEasternAmerica
259,binary-259.ts,Non-Moth,NorthEasternAmerica
260,binary-260.ts,Moth,NorthEasternAmerica
261,binary-261.ts,Moth,NorthEasternAmerica
262,binary-262.ts,Moth,NorthEasternAmerica
263,binary-263.ts,Moth,NorthEasternAmerica
264,binary-264.ts,Moth,NorthEasternAmerica
265,binary-265.ts,Moth,NorthEasternAmerica
266,binary-266.ts,Moth,NorthEasternAmerica
267,binary-267.ts,Moth,NorthEasternAmerica
268,binary-268.ts,Moth,NorthEasternAmerica
269,binary-269.ts,Moth,NorthEasternAmerica
270,binary-270.ts,Moth,NorthEasternAmerica
271,binary-271.ts,Moth,NorthEasternAmerica
272,binary-272.ts,Moth,NorthEasternAmerica
273,binary-273.ts,Moth,NorthEasternAmerica
274,binary-274.ts,Moth,NorthEasternAmerica
275,binary-275.ts,Moth,NorthEasternAmerica
276,binary-276.ts,Moth,NorthEasternAmerica
277,binary-277.ts,Moth,NorthEasternAmerica
278,binary-278.ts,Moth,NorthEasternAmerica
279,binary-279.ts,Moth,NorthEasternAmerica
280,binary-280.ts,Moth,NorthEasternAmerica
281,binary-281.ts,Moth,NorthEasternAmerica
282,binary-282.ts,Moth,NorthEasternAmerica
283,binary-283.ts,Moth,NorthEasternAmerica
284,binary-284.ts,Moth,NorthEasternAmerica
285,binary-285.ts,Moth,NorthEasternAmerica
286,binary-286.ts,Moth,NorthEasternAmerica
287,binary-287.ts,Moth,NorthEasternAmerica
288,binary-288.ts,Moth,NorthEasternAmerica
289,binary-289.ts,Moth,NorthEasternAmerica
290,binary-290.ts,Moth,NorthEasternAmerica
291,binary-291.ts,Moth,NorthEasternAmerica
292,binary-292.ts,Moth,NorthEasternAmerica
293,binary-293.ts,Moth,NorthEasternAmerica
294,binary-294.ts,Moth,NorthEasternAmerica
295,binary-295.ts,Moth,NorthEasternAmerica
296,binary-296.ts,Moth,NorthEasternAmerica
297,binary-297.ts,Moth,NorthEasternAmerica
298,binary-298.ts,Non-Moth,NorthEasternAmerica
299,binary-299.ts,Moth,NorthEasternAmerica
300,binary-300.ts,Moth,NorthEasternAmerica
301,binary-301.ts,Non-Moth,NorthEasternAmerica
302,binary-302.ts,Moth,NorthEasternAmerica
303,binary-303.ts,Non-Moth,NorthEasternAmerica
304,binary-304.ts,Non-Moth,NorthEasternAmerica
305,binary-305.ts,Non-Moth,NorthEasternAmerica
306,binary-306.ts,Non-Moth,NorthEasternAmerica
307,binary-307.ts,Non-Moth,NorthEasternAmerica
308,binary-308.ts,Non-Moth,NorthEasternAmerica
309,binary-309.ts,Non-Moth,NorthEasternAmerica
310,binary-310.ts,Moth,NorthEasternAmerica
311,binary-311.ts,Moth,NorthEasternAmerica
312,binary-312.ts,Non-Moth,NorthEasternAmerica
313,binary-313.ts,Non-Moth,NorthEasternAmerica
314,binary-314.ts,Non-Moth,NorthEasternAmerica
315,binary-315.ts,Non-Moth,NorthEasternAmerica
316,binary-316.ts,Non-Moth,NorthEasternAmerica
317,binary-317.ts,Non-Moth,NorthEasternAmerica
318,binary-318.ts,Moth,NorthEasternAmerica
319,binary-319.ts,Moth,NorthEasternAmerica
320,binary-320.ts,Moth,NorthEasternAmerica
321,binary-321.ts,Moth,NorthEasternAmerica
322,binary-322.ts,Moth,NorthEasternAmerica
323,binary-323.ts,Moth,NorthEasternAmerica
324,binary-324.ts,Moth,NorthEasternAmerica
325,binary-325.ts,Moth,NorthEasternAmerica
326,binary-326.ts,Moth,NorthEasternAmerica
327,binary-327.ts,Moth,NorthEasternAmerica
328,binary-328.ts,Moth,NorthEasternAmerica
329,binary-329.ts,Moth,NorthEasternAmerica
330,binary-330.ts,Moth,NorthEasternAmerica
331,binary-331.ts,Moth,NorthEasternAmerica
332,binary-332.ts,Moth,NorthEasternAmerica
333,binary-333.ts,Moth,NorthEasternAmerica
334,binary-334.ts,Moth,NorthEasternAmerica
335,binary-335.ts,Moth,NorthEasternAmerica
336,binary-336.ts,Moth,NorthEasternAmerica
337,binary-337.ts,Moth,NorthEasternAmerica
338,binary-338.ts,Moth,NorthEasternAmerica
339,binary-339.ts,Moth,NorthEasternAmerica
340,binary-340.ts,Moth,NorthEasternAmerica
341,binary-341.ts,Moth,NorthEasternAmerica
342,binary-342.ts,Moth,NorthEasternAmerica
343,binary-343.ts,Moth,NorthEasternAmerica
344,binary-344.ts,Moth,NorthEasternAmerica
345,binary-345.ts,Moth,NorthEasternAmerica
346,binary-346.ts,Moth,NorthEasternAmerica
347,binary-347.ts,Moth,NorthEasternAmerica
348,binary-348.ts,Moth,NorthEasternAmerica
349,binary-349.ts,Moth,NorthEasternAmerica
350,binary-350.ts,Moth,NorthEasternAmerica
351,binary-351.ts,Moth,NorthEasternAmerica
352,binary-352.ts,Moth,NorthEasternAmerica
353,binary-353.ts,Moth,NorthEasternAmerica
354,binary-354.ts,Moth,NorthEasternAmerica
355,binary-355.ts,Moth,NorthEasternAmerica
356,binary-356.ts,Moth,NorthEasternAmerica
357,binary-357.ts,Moth,NorthEasternAmerica
358,binary-358.ts,Moth,NorthEasternAmerica
359,binary-359.ts,Moth,NorthEasternAmerica
360,binary-360.ts,Moth,NorthEasternAmerica
361,binary-361.ts,Moth,NorthEasternAmerica
362,binary-362.ts,Non-Moth,NorthEasternAmerica
363,binary-363.ts,Non-Moth,NorthEasternAmerica
364,binary-364.ts,Non-Moth,NorthEasternAmerica
365,binary-365.ts,Non-Moth,NorthEasternAmerica
366,binary-366.ts,Non-Moth,NorthEasternAmerica
367,binary-367.ts,Non-Moth,NorthEasternAmerica
368,binary-368.ts,Non-Moth,NorthEasternAmerica
369,binary-369.ts,Non-Moth,NorthEasternAmerica
370,binary-370.ts,Non-Moth,NorthEasternAmerica
371,binary-371.ts,Moth,NorthEasternAmerica
372,binary-372.ts,Moth,NorthEasternAmerica
373,binary-373.ts,Moth,NorthEasternAmerica
374,binary-374.ts,Moth,NorthEasternAmerica
375,binary-375.ts,Moth,NorthEasternAmerica
376,binary-376.ts,Moth,NorthEasternAmerica
377,binary-377.ts,Moth,NorthEasternAmerica
378,binary-378.ts,Moth,NorthEasternAmerica
379,binary-379.ts,Moth,NorthEasternAmerica
380,binary-380.ts,Moth,NorthEasternAmerica
381,binary-381.ts,Moth,NorthEasternAmerica
382,binary-382.ts,Moth,NorthEasternAmerica
383,binary-383.ts,Moth,NorthEasternAmerica
384,binary-384.ts,Moth,NorthEasternAmerica
385,binary-385.ts,Moth,NorthEasternAmerica
386,binary-386.ts,Moth,NorthEasternAmerica
387,binary-387.ts,Moth,NorthEasternAmerica
388,binary-388.ts,Moth,NorthEasternAmerica
389,binary-389.ts,Moth,NorthEasternAmerica
390,binary-390.ts,Moth,NorthEasternAmerica
391,binary-391.ts,Moth,NorthEasternAmerica
392,binary-392.ts,Moth,NorthEasternAmerica
393,binary-393.ts,Moth,NorthEasternAmerica
394,binary-394.ts,Moth,NorthEasternAmerica
395,binary-395.ts,Moth,NorthEasternAmerica
396,binary-396.ts,Moth,NorthEasternAmerica
397,binary-397.ts,Moth,NorthEasternAmerica
398,binary-398.ts,Moth,NorthEasternAmerica
399,binary-399.ts,Moth,NorthEasternAmerica
400,binary-400.ts,Moth,NorthEasternAmerica
401,binary-401.ts,Moth,NorthEasternAmerica
402,binary-402.ts,Moth,NorthEasternAmerica
403,binary-403.ts,Moth,NorthEasternAmerica
404,binary-404.ts,Moth,NorthEasternAmerica
405,binary-405.ts,Moth,NorthEasternAmerica
406,binary-406.ts,Moth,NorthEasternAmerica
407,binary-407.ts,Moth,NorthEasternAmerica
408,binary-408.ts,Moth,NorthEasternAmerica
409,binary-409.ts,Moth,NorthEasternAmerica
410,binary-410.ts,Moth,NorthEasternAmerica
411,binary-411.ts,Moth,NorthEasternAmerica
412,binary-412.ts,Moth,NorthEasternAmerica
413,binary-413.ts,Moth,NorthEasternAmerica
414,binary-414.ts,Moth,NorthEasternAmerica
415,binary-415.ts,Moth,NorthEasternAmerica
416,binary-416.ts,Moth,NorthEasternAmerica
417,binary-417.ts,Moth,NorthEasternAmerica
418,binary-418.ts,Moth,NorthEasternAmerica
419,binary-419.ts,Moth,NorthEasternAmerica
420,binary-420.ts,Moth,NorthEasternAmerica
421,binary-421.ts,Moth,NorthEasternAmerica
422,binary-422.ts,Moth,NorthEasternAmerica
423,binary-423.ts,Moth,NorthEasternAmerica
424,binary-424.ts,Moth,NorthEasternAmerica
425,binary-425.ts,Moth,NorthEasternAmerica
426,binary-426.ts,Non-Moth,NorthEasternAmerica
427,binary-427.ts,Non-Moth,NorthEasternAmerica
428,binary-428.ts,Non-Moth,NorthEasternAmerica
429,binary-429.ts,Non-Moth,NorthEasternAmerica
430,binary-430.ts,Non-Moth,NorthEasternAmerica
431,binary-431.ts,Non-Moth,NorthEasternAmerica
432,binary-432.ts,Non-Moth,NorthEasternAmerica
433,binary-433.ts,Non-Moth,NorthEasternAmerica
434,binary-434.ts,Non-Moth,NorthEasternAmerica
435,binary-435.ts,Non-Moth,NorthEasternAmerica
436,binary-436.ts,Moth,NorthEasternAmerica
437,binary-437.ts,Moth,NorthEasternAmerica
438,binary-438.ts,Moth,NorthEasternAmerica
439,binary-439.ts,Moth,NorthEasternAmerica
440,binary-440.ts,Moth,NorthEasternAmerica
441,binary-441.ts,Moth,NorthEasternAmerica
442,binary-442.ts,Moth,NorthEasternAmerica
443,binary-443.ts,Moth,NorthEasternAmerica
444,binary-444.ts,Moth,NorthEasternAmerica
445,binary-445.ts,Moth,NorthEasternAmerica
446,binary-446.ts,Moth,NorthEasternAmerica
447,binary-447.ts,Moth,NorthEasternAmerica
448,binary-448.ts,Moth,NorthEasternAmerica
449,binary-449.ts,Moth,NorthEasternAmerica
450,binary-450.ts,Moth,NorthEasternAmerica
451,binary-451.ts,Moth,NorthEasternAmerica
452,binary-452.ts,Moth,NorthEasternAmerica
453,binary-453.ts,Moth,NorthEasternAmerica
454,binary-454.ts,Moth,NorthEasternAmerica
455,binary-455.ts,Moth,NorthEasternAmerica
456,binary-456.ts,Moth,NorthEasternAmerica
457,binary-457.ts,Moth,NorthEasternAmerica
458,binary-458.ts,Moth,NorthEasternAmerica
459,binary-459.ts,Moth,NorthEasternAmerica
460,binary-460.ts,Moth,NorthEasternAmerica
461,binary-461.ts,Moth,NorthEasternAmerica
462,binary-462.ts,Moth,NorthEasternAmerica
463,binary-463.ts,Moth,NorthEasternAmerica
464,binary-464.ts,Moth,NorthEasternAmerica
465,binary-465.ts,Moth,NorthEasternAmerica
466,binary-466.ts,Moth,NorthEasternAmerica
467,binary-467.ts,Moth,NorthEasternAmerica
468,binary-468.ts,Moth,NorthEasternAmerica
469,binary-469.ts,Moth,NorthEasternAmerica
470,binary-470.ts,Moth,NorthEasternAmerica
471,binary-471.ts,Non-Moth,NorthEasternAmerica
472,binary-472.ts,Moth,NorthEasternAmerica
473,binary-473.ts,Non-Moth,NorthEasternAmerica
474,binary-474.ts,Non-Moth,NorthEasternAmerica
475,binary-475.ts,Non-Moth,NorthEasternAmerica
476,binary-476.ts,Non-Moth,NorthEasternAmerica
477,binary-477.ts,Non-Moth,NorthEasternAmerica
478,binary-478.ts,Non-Moth,NorthEasternAmerica
479,binary-479.ts,Non-Moth,NorthEasternAmerica
480,binary-480.ts,Non-Moth,NorthEasternAmerica
481,binary-481.ts,Non-Moth,NorthEasternAmerica
482,binary-482.ts,Non-Moth,NorthEasternAmerica
483,binary-483.ts,Non-Moth,NorthEasternAmerica
484,binary-484.ts,Non-Moth,NorthEasternAmerica
485,binary-485.ts,Moth,NorthEasternAmerica
486,binary-486.ts,Moth,NorthEasternAmerica
487,binary-487.ts,Moth,NorthEasternAmerica
488,binary-488.ts,Moth,NorthEasternAmerica
489,binary-489.ts,Moth,NorthEasternAmerica
490,binary-490.ts,Moth,NorthEasternAmerica
491,binary-491.ts,Moth,NorthEasternAmerica
492,binary-492.ts,Moth,NorthEasternAmerica
493,binary-493.ts,Moth,NorthEasternAmerica
494,binary-494.ts,Moth,NorthEasternAmerica
495,binary-495.ts,Moth,NorthEasternAmerica
496,binary-496.ts,Moth,NorthEasternAmerica
497,binary-497.ts,Moth,NorthEasternAmerica
498,binary-498.ts,Moth,NorthEasternAmerica
499,binary-499.ts,Moth,NorthEasternAmerica
500,binary-500.ts,Moth,NorthEasternAmerica
501,binary-501.ts,Moth,NorthEasternAmerica
502,binary-502.ts,Moth,NorthEasternAmerica
503,binary-503.ts,Moth,NorthEasternAmerica
504,binary-504.ts,Moth,NorthEasternAmerica
505,binary-505.ts,Moth,NorthEasternAmerica
506,binary-506.ts,Moth,NorthEasternAmerica
507,binary-507.ts,Moth,NorthEasternAmerica
508,binary-508.ts,Moth,NorthEasternAmerica
509,binary-509.ts,Moth,NorthEasternAmerica
510,binary-510.ts,Moth,NorthEasternAmerica
511,binary-511.ts,Moth,NorthEasternAmerica
512,binary-512.ts,Moth,NorthEasternAmerica
513,binary-513.ts,Moth,NorthEasternAmerica
514,binary-514.ts,Moth,NorthEasternAmerica
515,binary-515.ts,Moth,NorthEasternAmerica
516,binary-516.ts,Moth,NorthEasternAmerica
517,binary-517.ts,Moth,NorthEasternAmerica
518,binary-518.ts,Moth,NorthEasternAmerica
519,binary-519.ts,Moth,NorthEasternAmerica
520,binary-520.ts,Moth,NorthEasternAmerica
521,binary-521.ts,Moth,NorthEasternAmerica
522,binary-522.ts,Non-Moth,NorthEasternAmerica
523,binary-523.ts,Moth,NorthEasternAmerica
524,binary-524.ts,Non-Moth,NorthEasternAmerica
525,binary-525.ts,Non-Moth,NorthEasternAmerica
526,binary-526.ts,Non-Moth,NorthEasternAmerica
527,binary-527.ts,Non-Moth,NorthEasternAmerica
528,binary-528.ts,Non-Moth,NorthEasternAmerica
529,binary-529.ts,Non-Moth,NorthEasternAmerica
530,binary-530.ts,Non-Moth,NorthEasternAmerica
531,binary-531.ts,Moth,NorthEasternAmerica
532,binary-532.ts,Non-Moth,NorthEasternAmerica
533,binary-533.ts,Non-Moth,NorthEasternAmerica
534,binary-534.ts,Non-Moth,NorthEasternAmerica
535,binary-535.ts,Non-Moth,NorthEasternAmerica
536,binary-536.ts,Non-Moth,NorthEasternAmerica
537,binary-537.ts,Non-Moth,NorthEasternAmerica
538,binary-538.ts,Non-Moth,NorthEasternAmerica
539,binary-539.ts,Non-Moth,NorthEasternAmerica
