index,identifier,label,region
59,binary-59.png,Moth,NorthEasternAmerica
60,binary-60.png,Moth,NorthEasternAmerica
61,binary-61.png,Moth,NorthEasternAmerica
62,binary-62.png,Moth,NorthEasternAmerica
63,binary-63.png,Moth,NorthEasternAmerica
64,binary-64.png,Moth,NorthEasternAmerica
65,binary-65.png,Moth,NorthEasternAmerica
66,binary-66.png,Moth,NorthEasternAmerica
67,binary-67.png,Moth,NorthEasternAmerica
68,binary-68.png,Moth,NorthEasternAmerica
69,binary-69.png,Moth,NorthEasternAmerica
70,binary-70.png,Moth,NorthEasternAmerica
71,binary-71.png,Moth,NorthEasternAmerica
72,binary-72.png,Moth,NorthEasternAmerica
73,binary-73.png,Moth,NorthEasternAmerica
74,binary-74.png,Moth,NorthEasternAmerica
75,binary-75.png,Moth,NorthEasternAmerica
76,binary-76.png,Moth,NorthEasternAmerica
77,binary-77.png,Non-Moth,NorthEasternAmerica
78,binary-78.png,Non-Moth,NorthEasternAmerica
79,binary-79.png,Non-Moth,NorthEasternAmerica
80,binary-80.png,Non-Moth,NorthEasternAmerica
81,binary-81.png,Moth,NorthEasternAmerica
82,binary-82.png,Moth,NorthEasternAmerica
83,binary-83.png,Moth,NorthEasternAmerica
84,binary-84.png,Moth,NorthEasternAmerica
85,binary-85.png,Moth,NorthEasternAmerica
86,binary-86.png,Moth,NorthEasternAmerica
87,binary-87.png,Moth,NorthEasternAmerica
88,binary-88.png,Moth,NorthEasternAmerica
89,binary-89.png,Moth,NorthEasternAmerica
90,binary-90.png,Moth,NorthEasternAmerica
91,binary-91.png,Moth,NorthEasternAmerica
92,binary-92.png,Moth,NorthEasternAmerica
93,binary-93.png,Moth,NorthEasternAmerica
94,binary-94.png,Moth,NorthEasternAmerica
95,binary-95.png,Moth,NorthEasternAmerica
96,binary-96.png,Moth,NorthEasternAmerica
97,binary-97.png,Moth,NorthEasternAmerica
98,binary-98.png,Moth,NorthEasternAmerica
99,binary-99.png,Non-Moth,NorthEasternAmerica
100,binary-100.png,Non-Moth,NorthEasternAmerica
101,binary-101.png,Non-Moth,NorthEasternAmerica
102,binary-102.png,Non-Moth,NorthEasternAmerica
103,binary-103.png,Non-Moth,NorthEasternAmerica
104,binary-104.png,Non-Moth,NorthEasternAmerica
105,binary-105.png,Non-Moth,NorthEasternAmerica
106,binary-106.png,Non-Moth,NorthEasternAmerica
107,binary-107.png,Non-Moth,NorthEasternAmerica
108,binary-108.png,Non-Moth,NorthEasternAmerica
109,binary-109.png,Non-Moth,NorthEasternAmerica
110,binary-110.png,Non-Moth,NorthEasternAmerica
111,binary-111.png,Non-Moth,NorthEasternAmerica
112,binary-112.png,Non-Moth,NorthEasternAmerica
113,binary-113.png,Non-Moth,NorthEasternAmerica
114,binary-114.png,Non-Moth,NorthEasternAmerica
115,binary-115.png,Non-Moth,NorthEasternAmerica
116,binary-116.png,Non-Moth,NorthEasternAmerica
117,binary-117.png,Non-Moth,NorthEasternAmerica
118,binary-118.png,Non-Moth,NorthEasternAmerica
119,binary-119.png,Non-Moth,NorthEasternAmerica
120,binary-120.png,Non-Moth,NorthEasternAmerica
121,binary-121.png,Moth,NorthEasternAmerica
122,binary-122.png,Moth,NorthEasternAmerica
123,binary-123.png,Moth,NorthEasternAmerica
124,binary-124.png,Moth,NorthEasternAmerica
125,binary-125.png,Moth,NorthEasternAmerica
126,binary-126.png,Moth,NorthEasternAmerica
127,binary-127.png,Moth,NorthEasternAmerica
128,binary-128.png,Moth,NorthEasternAmerica
129,binary-129.png,Moth,NorthEasternAmerica
130,binary-130.png,Moth,NorthEasternAmerica
131,binary-131.png,Moth,NorthEasternAmerica
132,binary-132.png,Moth,NorthEasternAmerica
133,binary-133.png,Moth,NorthEasternAmerica
134,binary-134.png,Moth,NorthEasternAmerica
135,binary-135.png,Moth,NorthEasternAmerica
136,binary-136.png,Moth,NorthEasternAmerica
137,binary-137.png,Moth,NorthEasternAmerica
138,binary-138.png,Moth,NorthEasternAmerica
139,binary-139.png,Moth,NorthEasternAmerica
140,binary-140.png,Moth,NorthEasternAmerica
141,binary-141.png,Moth,NorthEasternAmerica
142,binary-142.png,Moth,NorthEasternAmerica
143,binary-143.png,Moth,NorthEasternAmerica
144,binary-144.png,Moth,NorthEasternAmerica
145,binary-145.png,Moth,NorthEasternAmerica
146,binary-146.png,Moth,NorthEasternAmerica
147,binary-147.png,Moth,NorthEasternAmerica
148,binary-148.png,Moth,NorthEasternAmerica
149,binary-149.png,Non-Moth,NorthEasternAmerica
150,binary-150.png,Moth,NorthEasternAmerica
151,binary-151.png,Non-Moth,NorthEasternAmerica
152,binary-152.png,Non-Moth,NorthEasternAmerica
153,binary-153.png,Non-Moth,NorthEasternAmerica
154,binary-154.png,Non-Moth,NorthEasternAmerica
155,binary-155.png,Non-Moth,NorthEasternAmerica
156,binary-156.png,Moth,NorthEasternAmerica
157,binary-157.png,Non-Moth,NorthEasternAmerica
158,binary-158.png,Non-Moth,NorthEasternAmerica
159,binary-159.png,Non-Moth,NorthEasternAmerica
160,binary-160.png,Non-Moth,NorthEasternAmerica
161,binary-161.png,Non-Moth,NorthEasternAmerica
162,binary-162.png,Non-Moth,NorthEasternAmerica
163,binary-163.png,Non-Moth,NorthEasternAmerica
164,binary-164.png,Non-Moth,NorthEasternAmerica
165,binary-165.png,Moth,NorthEasternAmerica
166,binary-166.png,Moth,NorthEasternAmerica
167,binary-167.png,Moth,NorthEasternAmerica
168,binary-168.png,Moth,NorthEasternAmerica
169,binary-169.png,Moth,NorthEasternAmerica
170,binary-170.png,Moth,NorthEasternAmerica
171,binary-171.png,Moth,NorthEasternAmerica
172,binary-172.png,Moth,NorthEasternAmerica
173,binary-173.png,Moth,NorthEasternAmerica
174,binary-174.png,Moth,NorthEasternAmerica
175,binary-175.png,Moth,NorthEasternAmerica
176,binary-176.png,Moth,NorthEasternAmerica
177,binary-177.png,Moth,NorthEasternAmerica
178,binary-178.png,Moth,NorthEasternAmerica
179,binary-179.png,Moth,NorthEasternAmerica
180,binary-180.png,Moth,NorthEasternAmerica
181,binary-181.png,Moth,NorthEasternAmerica
182,binary-182.png,Moth,NorthEasternAmerica
183,binary-183.png,Moth,NorthEasternAmerica
184,binary-184.png,Moth,NorthEasternAmerica
185,binary-185.png,Moth,NorthEasternAmerica
186,binary-186.png,Moth,NorthEasternAmerica
187,binary-187.png,Moth,NorthEasternAmerica
188,binary-188.png,Moth,NorthEasternAmerica
189,binary-189.png,Moth,NorthEasternAmerica
190,binary-190.png,Moth,NorthEasternAmerica
191,binary-191.png,Moth,NorthEasternAmerica
192,binary-192.png,Non-Moth,NorthEasternAmerica
193,binary-193.png,Non-Moth,NorthEasternAmerica
194,binary-194.png,Non-Moth,NorthEasternAmerica
195,binary-195.png,Non-Moth,NorthEasternAmerica
196,binary-196.png,Non-Moth,NorthEasternAmerica
197,binary-197.png,Non-Moth,NorthEasternAmerica
198,binary-198.png,Non-Moth,NorthEasternAmerica
199,binary-199.png,Non-Moth,NorthEasternAmerica
200,binary-200.png,Non-Moth,NorthEasternAmerica
201,binary-201.png,Non-Moth,NorthEasternAmerica
202,binary-202.png,Non-Moth,NorthEasternAmerica
203,binary-203.png,Non-Moth,NorthEasternAmerica
204,binary-204.png,Non-Moth,NorthEasternAmerica
205,binary-205.png,Non-Moth,NorthEasternAmerica
206,binary-206.png,Non-Moth,NorthEasternAmerica
207,binary-207.png,Non-Moth,NorthEasternAmerica
208,binary-208.png,Moth,NorthEasternAmerica
209,binary-209.png,Moth,NorthEasternAmerica
210,binary-210.png,Moth,NorthEasternAmerica
211,binary-211.png,Moth,NorthEasternAmerica
212,binary-212.png,Moth,NorthEasternAmerica
213,binary-213.png,Moth,NorthEasternAmerica
214,binary-214.png,Moth,NorthEasternAmerica
215,binary-215.png,Moth,NorthEasternAmerica
216,binary-216.png,Moth,NorthEasternAmerica
217,binary-217.png,Moth,NorthEasternAmerica
218,binary-218.png,Moth,NorthEasternAmerica
219,binary-219.png,Moth,NorthEasternAmerica
220,binary-220.png,Moth,NorthEasternAmerica
221,binary-221.png,Moth,NorthEasternAmerica
222,binary-222.png,Moth,NorthEasternAmerica
223,binary-223.png,Moth,NorthEasternAmerica
224,binary-224.png,Moth,NorthEasternAmerica
225,binary-225.png,Moth,NorthEasternAmerica
226,binary-226.png,Moth,NorthEasternAmerica
227,binary-227.png,Moth,NorthEasternAmerica
228,binary-228.png,Moth,NorthEasternAmerica
229,binary-229.png,Moth,NorthEasternAmerica
230,binary-230.png,Moth,NorthEasternAmerica
231,binary-231.png,Moth,NorthEasternAmerica
232,binary-232.png,Moth,NorthEasternAmerica
233,binary-233.png,Moth,NorthEasternAmerica
234,binary-234.png,Moth,NorthEasternAmerica
235,binary-235.png,Moth,NorthEasternAmerica
236,binary-236.png,Moth,NorthEasternAmerica
237,binary-237.png,Moth,NorthEasternAmerica
238,binary-238.png,Moth,NorthEasternAmerica
239,binary-239.png,Moth,NorthEasternAmerica
240,binary-240.png,Non-Moth,NorthEasternAmerica
241,binary-241.png,Non-Moth,NorthEasternAmerica
242,binary-242.png,Non-Moth,NorthEasternAmerica
243,binary-243.png,Non-Moth,NorthEasternAmerica
244,binary-244.png,Non-Moth,NorthEasternAmerica
245,binary-245.png,Non-Moth,NorthEasternAmerica
246,binary-246.png,Non-Moth,NorthEasternAmerica
247,binary-247.png,Non-Moth,NorthEasternAmerica
248,binary-248.png,Non-Moth,NorthEasternAmerica
249,binary-249.png,Non-Moth,NorthEasternAmerica
250,binary-250.png,Non-Moth,NorthEasternAmerica
251,binary-251.png,Non-Moth,NorthEasternAmerica
252,binary-252.png,Non-Moth,NorthEasternAmerica
253,binary-253.png,Moth,NorthEasternAmerica
254,binary-254.png,Non-Moth,NorthEasternAmerica
255,binary-255.png,Non-Moth,NorthEasternAmerica
256,binary-256.png,Non-Moth,NorthEasternAmerica
257,binary-257.png,Non-Moth,NorthEasternAmerica
258,binary-258.png,Non-Moth,NorthEasternAmerica
259,binary-259.png,Non-Moth,NorthEasternAmerica
260,binary-260.png,Moth,NorthEasternAmerica
261,binary-261.png,Moth,NorthEasternAmerica
262,binary-262.png,Moth,NorthEasternAmerica
263,binary-263.png,Moth,NorthEasternAmerica
264,binary-264.png,Moth,NorthEasternAmerica
265,binary-265.png,Moth,NorthEasternAmerica
266,binary-266.png,Moth,NorthEasternAmerica
267,binary-267.png,Moth,NorthEasternAmerica
268,binary-268.png,Moth,NorthEasternAmerica
269,binary-269.png,Moth,NorthEasternAmerica
270,binary-270.png,Moth,NorthEasternAmerica
271,binary-271.png,Moth,NorthEasternAmerica
272,binary-272.png,Moth,NorthEasternAmerica
273,binary-273.png,Moth,NorthEasternAmerica
274,binary-274.png,Moth,NorthEasternAmerica
275,binary-275.png,Moth,NorthEasternAmerica
276,binary-276.png,Moth,NorthEasternAmerica
277,binary-277.png,Moth,NorthEasternAmerica
278,binary-278.png,Moth,NorthEasternAmerica
279,binary-279.png,Moth,NorthEasternAmerica
280,binary-280.png,Moth,NorthEasternAmerica
281,binary-281.png,Moth,NorthEasternAmerica
282,binary-282.png,Moth,NorthEasternAmerica
283,binary-283.png,Moth,NorthEasternAmerica
284,binary-284.png,Moth,NorthEasternAmerica
285,binary-285.png,Moth,NorthEasternAmerica
286,binary-286.png,Moth,NorthEasternAmerica
287,binary-287.png,Moth,NorthEasternAmerica
288,binary-288.png,Moth,NorthEasternAmerica
289,binary-289.png,Moth,NorthEasternAmerica
290,binary-290.png,Moth,NorthEasternAmerica
291,binary-291.png,Moth,NorthEasternAmerica
292,binary-292.png,Moth,NorthEasternAmerica
293,binary-293.png,Moth,NorthEasternAmerica
294,binary-294.png,Moth,NorthEasternAmerica
295,binary-295.png,Moth,NorthEasternAmerica
296,binary-296.png,Moth,NorthEasternAmerica
297,binary-297.png,Moth,NorthEasternAmerica
298,binary-298.png,Non-Moth,NorthEasternAmerica
299,binary-299.png,Moth,NorthEasternAmerica
300,binary-300.png,Moth,NorthEasternAmerica
301,binary-301.png,Non-Moth,NorthEasternAmerica
302,binary-302.png,Moth,NorthEasternAmerica
303,binary-303.png,Non-Moth,NorthEasternAmerica
304,binary-304.png,Non-Moth,NorthEasternAmerica
305,binary-305.png,Non-Moth,NorthEasternAmerica
306,binary-306.png,Non-Moth,NorthEasternAmerica
307,binary-307.png,Non-Moth,NorthEasternAmerica
308,binary-308.png,Non-Moth,NorthEasternAmerica
309,binary-309.png,Non-Moth,NorthEasternAmerica
310,binary-310.png,Moth,NorthEasternAmerica
311,binary-311.png,Moth,NorthEasternAmerica
312,binary-312.png,Non-Moth,NorthEasternAmerica
313,binary-313.png,Non-Moth,NorthEasternAmerica
314,binary-314.png,Non-Moth,NorthEasternAmerica
315,binary-315.png,Non-Moth,NorthEasternAmerica
316,binary-316.png,Non-Moth,NorthEasternAmerica
317,binary-317.png,Non-Moth,NorthEasternAmerica
318,binary-318.png,Moth,NorthEasternAmerica
319,binary-319.png,Moth,NorthEasternAmerica
320,binary-320.png,Moth,NorthEasternAmerica
321,binary-321.png,Moth,NorthEasternAmerica
322,binary-322.png,Moth,NorthEasternAmerica
323,binary-323.png,Moth,NorthEasternAmerica
324,binary-324.png,Moth,NorthEasternAmerica
325,binary-325.png,Moth,NorthEasternAmerica
326,binary-326.png,Moth,NorthEasternAmerica
327,binary-327.png,Moth,NorthEasternAmerica
328,binary-328.png,Moth,NorthEasternAmerica
329,binary-329.png,Moth,NorthEasternAmerica
330,binary-330.png,Moth,NorthEasternAmerica
331,binary-331.png,Moth,NorthEasternAmerica
332,binary-332.png,Moth,NorthEasternAmerica
333,binary-333.png,Moth,NorthEasternAmerica
334,binary-334.png,Moth,NorthEasternAmerica
335,binary-335.png,Moth,NorthEasternAmerica
336,binary-336.png,Moth,NorthEasternAmerica
337,binary-337.png,Moth,NorthEasternAmerica
338,binary-338.png,Moth,NorthEasternAmerica
339,binary-339.png,Moth,NorthEasternAmerica
340,binary-340.png,Moth,NorthEasternAmerica
341,binary-341.png,Moth,NorthEasternAmerica
342,binary-342.png,Moth,NorthEasternAmerica
343,binary-343.png,Moth,NorthEasternAmerica
344,binary-344.png,Moth,NorthEasternAmerica
345,binary-345.png,Moth,NorthEasternAmerica
346,binary-346.png,Moth,NorthEasternAmerica
347,binary-347.png,Moth,NorthEasternAmerica
348,binary-348.png,Moth,NorthEasternAmerica
349,binary-349.png,Moth,NorthEasternAmerica
350,binary-350.png,Moth,NorthEasternAmerica
351,binary-351.png,Moth,NorthEasternAmerica
352,binary-352.png,Moth,NorthEasternAmerica
353,binary-353.png,Moth,NorthEasternAmerica
354,binary-354.png,Moth,NorthEasternAmerica
355,binary-355.png,Moth,NorthEasternAmerica
356,binary-356.png,Moth,NorthEasternAmerica
357,binary-357.png,Moth,NorthEasternAmerica
358,binary-358.png,Moth,NorthEasternAmerica
359,binary-359.png,Moth,NorthEasternAmerica
360,binary-360.png,Moth,NorthEasternAmerica
361,binary-361.png,Moth,NorthEasternAmerica
362,binary-362.png,Non-Moth,NorthEasternAmerica
363,binary-363.png,Non-Moth,NorthEasternAmerica
364,binary-364.png,Non-Moth,NorthEasternAmerica
365,binary-365.png,Non-Moth,NorthEasternAmerica
366,binary-366.png,Non-Moth,NorthEasternAmerica
367,binary-367.png,Non-Moth,NorthEasternAmerica
368,binary-368.png,Non-Moth,NorthEasternAmerica
369,binary-369.png,Non-Moth,NorthEasternAmerica
370,binary-370.png,Non-Moth,NorthEasternAmerica
371,binary-371.png,Moth,NorthEasternAmerica
372,binary-372.png,Moth,NorthEasternAmerica
373,binary-373.png,Moth,NorthEasternAmerica
374,binary-374.png,Moth,NorthEasternAmerica
375,binary-375.png,Moth,NorthEasternAmerica
376,binary-376.png,Moth,NorthEasternAmerica
377,binary-377.png,Moth,NorthEasternAmerica
378,binary-378.png,Moth,NorthEasternAmerica
379,binary-379.png,Moth,NorthEasternAmerica
380,binary-380.png,Moth,NorthEasternAmerica
381,binary-381.png,Moth,NorthEasternAmerica
382,binary-382.png,Moth,NorthEasternAmerica
383,binary-383.png,Moth,NorthEasternAmerica
384,binary-384.png,Moth,NorthEasternAmerica
385,binary-385.png,Moth,NorthEasternAmerica
386,binary-386.png,Moth,NorthEasternAmerica
387,binary-387.png,Moth,NorthEasternAmerica
388,binary-388.png,Moth,NorthEasternAmerica
389,binary-389.png,Moth,NorthEasternAmerica
390,binary-390.png,Moth,NorthEasternAmerica
391,binary-391.png,Moth,NorthEasternAmerica
392,binary-392.png,Moth,NorthEasternAmerica
393,binary-393.png,Moth,NorthEasternAmerica
394,binary-394.png,Moth,NorthEasternAmerica
395,binary-395.png,Moth,NorthEasternAmerica
396,binary-396.png,Moth,NorthEasternAmerica
397,binary-397.png,Moth,NorthEasternAmerica
398,binary-398.png,Moth,NorthEasternAmerica
399,binary-399.png,Moth,NorthEasternAmerica
400,binary-400.png,Moth,NorthEasternAmerica
401,binary-401.png,Moth,NorthEasternAmerica
402,binary-402.png,Moth,NorthEasternAmerica
403,binary-403.png,Moth,NorthEasternAmerica
404,binary-404.png,Moth,NorthEasternAmerica
405,binary-405.png,Moth,NorthEasternAmerica
406,binary-406.png,Moth,NorthEasternAmerica
407,binary-407.png,Moth,NorthEasternAmerica
408,binary-408.png,Moth,NorthEasternAmerica
409,binary-409.png,Moth,NorthEasternAmerica
410,binary-410.png,Moth,NorthEasternAmerica
411,binary-411.png,Moth,NorthEasternAmerica
412,binary-412.png,Moth,NorthEasternAmerica
413,binary-413.png,Moth,NorthEasternAmerica
414,binary-414.png,Moth,NorthEasternAmerica
415,binary-415.png,Moth,NorthEasternAmerica
416,binary-416.png,Moth,NorthEasternAmerica
417,binary-417.png,Moth,NorthEasternAmerica
418,binary-418.png,Moth,NorthEasternAmerica
419,binary-419.png,Moth,NorthEasternAmerica
420,binary-420.png,Moth,NorthEasternAmerica
421,binary-421.png,Moth,NorthEasternAmerica
422,binary-422.png,Moth,NorthEasternAmerica
423,binary-423.png,Moth,NorthEasternAmerica
424,binary-424.png,Moth,NorthEasternAmerica
425,binary-425.png,Moth,NorthEasternAmerica
426,binary-426.png,Non-Moth,NorthEasternAmerica
427,binary-427.png,Non-Moth,NorthEasternAmerica
428,binary-428.png,Non-Moth,NorthEasternAmerica
429,binary-429.png,Non-Moth,NorthEasternAmerica
430,binary-430.png,Non-Moth,NorthEasternAmerica
431,binary-431.png,Non-Moth,NorthEasternAmerica
432,binary-432.png,Non-Moth,NorthEasternAmerica
433,binary-433.png,Non-Moth,NorthEasternAmerica
434,binary-434.png,Non-Moth,NorthEasternAmerica
435,binary-435.png,Non-Moth,NorthEasternAmerica
436,binary-436.png,Moth,NorthEasternAmerica
437,binary-437.png,Moth,NorthEasternAmerica
438,binary-438.png,Moth,NorthEasternAmerica
439,binary-439.png,Moth,NorthEasternAmerica
440,binary-440.png,Moth,NorthEasternAmerica
441,binary-441.png,Moth,NorthEasternAmerica
442,binary-442.png,Moth,NorthEasternAmerica
443,binary-443.png,Moth,NorthEasternAmerica
444,binary-444.png,Moth,NorthEasternAmerica
445,binary-445.png,Moth,NorthEasternAmerica
446,binary-446.png,Moth,NorthEasternAmerica
447,binary-447.png,Moth,NorthEasternAmerica
448,binary-448.png,Moth,NorthEasternAmerica
449,binary-449.png,Moth,NorthEasternAmerica
450,binary-450.png,Moth,NorthEasternAmerica
451,binary-451.png,Moth,NorthEasternAmerica
452,binary-452.png,Moth,NorthEasternAmerica
453,binary-453.png,Moth,NorthEasternAmerica
454,binary-454.png,Moth,NorthEasternAmerica
455,binary-455.png,Moth,NorthEasternAmerica
456,binary-456.png,Moth,NorthEasternAmerica
457,binary-457.png,Moth,NorthEasternAmerica
458,binary-458.png,Moth,NorthEasternAmerica
459,binary-459.png,Moth,NorthEasternAmerica
460,binary-460.png,Moth,NorthEasternAmerica
461,binary-461.png,Moth,NorthEasternAmerica
462,binary-462.png,Moth,NorthEasternAmerica
463,binary-463.png,Moth,NorthEasternAmerica
464,binary-464.png,Moth,NorthEasternAmerica
465,binary-465.png,Moth,NorthEasternAmerica
466,binary-466.png,Moth,NorthEasternAmerica
467,binary-467.png,Moth,NorthEasternAmerica
468,binary-468.png,Moth,NorthEasternAmerica
469,binary-469.png,Moth,NorthEasternAmerica
470,binary-470.png,Moth,NorthEasternAmerica
471,binary-471.png,Non-Moth,NorthEasternAmerica
472,binary-472.png,Moth,NorthEasternAmerica
473,binary-473.png,Non-Moth,NorthEasternAmerica
474,binary-474.png,Non-Moth,NorthEasternAmerica
475,binary-475.png,Non-Moth,NorthEasternAmerica
476,binary-476.png,Non-Moth,NorthEasternAmerica
477,binary-477.png,Non-Moth,NorthEasternAmerica
478,binary-478.png,Non-Moth,NorthEasternAmerica
479,binary-479.png,Non-Moth,NorthEasternAmerica
480,binary-480.png,Non-Moth,NorthEasternAmerica
481,binary-481.png,Non-Moth,NorthEasternAmerica
482,binary-482.png,Non-Moth,NorthEasternAmerica
483,binary-483.png,Non-Moth,NorthEasternAmerica
484,binary-484.png,Non-Moth,NorthEasternAmerica
485,binary-485.png,Moth,NorthEasternAmerica
486,binary-486.png,Moth,NorthEasternAmerica
487,binary-487.png,Moth,NorthEasternAmerica
488,binary-488.png,Moth,NorthEasternAmerica
489,binary-489.png,Moth,NorthEasternAmerica
490,binary-490.png,Moth,NorthEasternAmerica
491,binary-491.png,Moth,NorthEasternAmerica
492,binary-492.png,Moth,NorthEasternAmerica
493,binary-493.png,Moth,NorthEasternAmerica
494,binary-494.png,Moth,NorthEasternAmerica
495,binary-495.png,Moth,NorthEasternAmerica
496,binary-496.png,Moth,NorthEasternAmerica
497,binary-497.png,Moth,NorthEasternAmerica
498,binary-498.png,Moth,NorthEasternAmerica
499,binary-499.png,Moth,NorthEasternAmerica
500,binary-500.png,Moth,NorthEasternAmerica
501,binary-501.png,Moth,NorthEasternAmerica
502,binary-502.png,Moth,NorthEasternAmerica
503,binary-503.png,Moth,NorthEasternAmerica
504,binary-504.png,Moth,NorthEasternAmerica
505,binary-505.png,Moth,NorthEasternAmerica
506,binary-506.png,Moth,NorthEasternAmerica
507,binary-507.png,Moth,NorthEasternAmerica
508,binary-508.png,Moth,NorthEasternAmerica
509,binary-509.png,Moth,NorthEasternAmerica
510,binary-510.png,Moth,NorthEasternAmerica
511,binary-511.png,Moth,NorthEasternAmerica
512,binary-512.png,Moth,NorthEasternAmerica
513,binary-513.png,Moth,NorthEasternAmerica
514,binary-514.png,Moth,NorthEasternAmerica
515,binary-515.png,Moth,NorthEasternAmerica
516,binary-516.png,Moth,NorthEasternAmerica
517,binary-517.png,Moth,NorthEasternAmerica
518,binary-518.png,Moth,NorthEasternAmerica
519,binary-519.png,Moth,NorthEasternAmerica
520,binary-520.png,Moth,NorthEasternAmerica
521,binary-521.png,Moth,NorthEasternAmerica
522,binary-522.png,Non-Moth,NorthEasternAmerica
523,binary-523.png,Moth,NorthEasternAmerica
524,binary-524.png,Non-Moth,NorthEasternAmerica
525,binary-525.png,Non-Moth,NorthEasternAmerica
526,binary-526.png,Non-Moth,NorthEasternAmerica
527,binary-527.png,Non-Moth,NorthEasternAmerica
528,binary-528.png,Non-Moth,NorthEasternAmerica
529,binary-529.png,Non-Moth,NorthEasternAmerica
530,binary-530.png,Non-Moth,NorthEasternAmerica
531,binary-531.png,Moth,NorthEasternAmerica
532,binary-532.png,Non-Moth,NorthEasternAmerica
533,binary-533.png,Non-Moth,NorthEasternAmerica
534,binary-534.png,Non-Moth,NorthEasternAmerica
535,binary-535.png,Non-Moth,NorthEasternAmerica
536,binary-536.png,Non-Moth,NorthEasternAmerica
537,binary-537.png,Non-Moth,NorthEasternAmerica
538,binary-538.png,Non-Moth,NorthEasternAmerica
539,binary-539.png,Non-Moth,NorthEasternAmerica
540,binary-540.png,Non-Moth,NorthEasternAmerica
541,binary-541.png,Moth,NorthEasternAmerica
542,binary-542.png,Non-Moth,NorthEasternAmerica
543,binary-543.png,Moth,NorthEasternAmerica
544,binary-544.png,Moth,NorthEasternAmerica
545,binary-545.png,Moth,NorthEasternAmerica
546,binary-546.png,Moth,NorthEasternAmerica
547,binary-547.png,Moth,NorthEasternAmerica
548,binary-548.png,Moth,NorthEasternAmerica
549,binary-549.png,Moth,NorthEasternAmerica
550,binary-550.png,Moth,NorthEasternAmerica
551,binary-551.png,Moth,NorthEasternAmerica
552,binary-552.png,Moth,NorthEasternAmerica
553,binary-553.png,Moth,NorthEasternAmerica
554,binary-554.png,Moth,NorthEasternAmerica
555,binary-555.png,Moth,NorthEasternAmerica
556,binary-556.png,Moth,NorthEasternAmerica
557,binary-557.png,Moth,NorthEasternAmerica
558,binary-558.png,Moth,NorthEasternAmerica
559,binary-559.png,Moth,NorthEasternAmerica
560,binary-560.png,Moth,NorthEasternAmerica
561,binary-561.png,Moth,NorthEasternAmerica
