index,identifier,taxon_rank,label,synonym,speciesKey,acceptedTaxonKey,region
91,fgrained-91.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
92,fgrained-92.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
93,fgrained-93.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
94,fgrained-94.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
95,fgrained-95.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
96,fgrained-96.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
97,fgrained-97.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
98,fgrained-98.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
99,fgrained-99.png,ORDER,Lepidoptera,,,,NorthEasternAmerica
100,fgrained-100.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
101,fgrained-101.png,ORDER,Moth,,,,NorthEasternAmerica
102,fgrained-102.png,ORDER,Moth,,,,NorthEasternAmerica
103,fgrained-103.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
104,fgrained-104.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
105,fgrained-105.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
106,fgrained-106.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
107,fgrained-107.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
108,fgrained-108.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
109,fgrained-109.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
110,fgrained-110.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
111,fgrained-111.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
112,fgrained-112.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
113,fgrained-113.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
114,fgrained-114.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
115,fgrained-115.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
116,fgrained-116.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
117,fgrained-117.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
118,fgrained-118.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
119,fgrained-119.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
120,fgrained-120.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
121,fgrained-121.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
122,fgrained-122.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
123,fgrained-123.png,FAMILY,Gelechiidae,,,,NorthEasternAmerica
124,fgrained-124.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
125,fgrained-125.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
126,fgrained-126.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
127,fgrained-127.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
128,fgrained-128.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
129,fgrained-129.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
130,fgrained-130.png,SPECIES,Hypoprepia fucosa,,1806737.0,1806737.0,NorthEasternAmerica
131,fgrained-131.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
132,fgrained-132.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
133,fgrained-133.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
134,fgrained-134.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
135,fgrained-135.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
136,fgrained-136.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
137,fgrained-137.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
138,fgrained-138.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
139,fgrained-139.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
140,fgrained-140.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
141,fgrained-141.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
142,fgrained-142.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
143,fgrained-143.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
144,fgrained-144.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
145,fgrained-145.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
146,fgrained-146.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
147,fgrained-147.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
148,fgrained-148.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
149,fgrained-149.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
150,fgrained-150.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
151,fgrained-151.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
152,fgrained-152.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
153,fgrained-153.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
154,fgrained-154.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
155,fgrained-155.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
156,fgrained-156.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
157,fgrained-157.png,FAMILY,Gelechiidae,,,,NorthEasternAmerica
158,fgrained-158.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
159,fgrained-159.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
160,fgrained-160.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
161,fgrained-161.png,ORDER,Moth,,,,NorthEasternAmerica
162,fgrained-162.png,ORDER,Moth,,,,NorthEasternAmerica
163,fgrained-163.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
164,fgrained-164.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
165,fgrained-165.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
166,fgrained-166.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
167,fgrained-167.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
168,fgrained-168.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
169,fgrained-169.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
170,fgrained-170.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
171,fgrained-171.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
172,fgrained-172.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
173,fgrained-173.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
174,fgrained-174.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
175,fgrained-175.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
176,fgrained-176.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
177,fgrained-177.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
178,fgrained-178.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
179,fgrained-179.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
180,fgrained-180.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
181,fgrained-181.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
182,fgrained-182.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
183,fgrained-183.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
184,fgrained-184.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
185,fgrained-185.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
186,fgrained-186.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
187,fgrained-187.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
188,fgrained-188.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
189,fgrained-189.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
190,fgrained-190.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
191,fgrained-191.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
192,fgrained-192.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
193,fgrained-193.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
194,fgrained-194.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
195,fgrained-195.png,FAMILY,Gelechiidae,,,,NorthEasternAmerica
196,fgrained-196.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
197,fgrained-197.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
198,fgrained-198.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
199,fgrained-199.png,FAMILY,Gelechiidae,,,,NorthEasternAmerica
200,fgrained-200.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
201,fgrained-201.png,ORDER,Moth,,,,NorthEasternAmerica
202,fgrained-202.png,ORDER,Moth,,,,NorthEasternAmerica
203,fgrained-203.png,ORDER,Moth,,,,NorthEasternAmerica
204,fgrained-204.png,ORDER,Moth,,,,NorthEasternAmerica
205,fgrained-205.png,ORDER,Moth,,,,NorthEasternAmerica
206,fgrained-206.png,ORDER,Lepidoptera,,,,NorthEasternAmerica
207,fgrained-207.png,SPECIES,Idia americalis,,9498206.0,9498206.0,NorthEasternAmerica
208,fgrained-208.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
209,fgrained-209.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
210,fgrained-210.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
211,fgrained-211.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
212,fgrained-212.png,ORDER,Lepidoptera,,,,NorthEasternAmerica
213,fgrained-213.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
214,fgrained-214.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
215,fgrained-215.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
216,fgrained-216.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
217,fgrained-217.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
218,fgrained-218.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
219,fgrained-219.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
220,fgrained-220.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
221,fgrained-221.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
222,fgrained-222.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
223,fgrained-223.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
224,fgrained-224.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
225,fgrained-225.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
226,fgrained-226.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
227,fgrained-227.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
228,fgrained-228.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
229,fgrained-229.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
230,fgrained-230.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
231,fgrained-231.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
232,fgrained-232.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
233,fgrained-233.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
234,fgrained-234.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
235,fgrained-235.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
236,fgrained-236.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
237,fgrained-237.png,FAMILY,Blastobasidae,,,,NorthEasternAmerica
238,fgrained-238.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
239,fgrained-239.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
240,fgrained-240.png,ORDER,Lepidoptera,,,,NorthEasternAmerica
241,fgrained-241.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
242,fgrained-242.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
243,fgrained-243.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
244,fgrained-244.png,ORDER,Lepidoptera,,,,NorthEasternAmerica
245,fgrained-245.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
246,fgrained-246.png,ORDER,Lepidoptera,,,,NorthEasternAmerica
247,fgrained-247.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
248,fgrained-248.png,ORDER,Lepidoptera,,,,NorthEasternAmerica
249,fgrained-249.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
250,fgrained-250.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
251,fgrained-251.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
252,fgrained-252.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
253,fgrained-253.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
254,fgrained-254.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
255,fgrained-255.png,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
256,fgrained-256.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
257,fgrained-257.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
258,fgrained-258.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
259,fgrained-259.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
260,fgrained-260.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
261,fgrained-261.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
262,fgrained-262.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
263,fgrained-263.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
264,fgrained-264.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
265,fgrained-265.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
266,fgrained-266.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
267,fgrained-267.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
268,fgrained-268.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
269,fgrained-269.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
270,fgrained-270.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
271,fgrained-271.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
272,fgrained-272.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
273,fgrained-273.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
274,fgrained-274.png,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
275,fgrained-275.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
276,fgrained-276.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
277,fgrained-277.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
278,fgrained-278.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
279,fgrained-279.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
280,fgrained-280.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
281,fgrained-281.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
282,fgrained-282.png,FAMILY,Crambidae,,,,NorthEasternAmerica
283,fgrained-283.png,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
284,fgrained-284.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
285,fgrained-285.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
286,fgrained-286.png,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
287,fgrained-287.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
288,fgrained-288.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
289,fgrained-289.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
290,fgrained-290.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
291,fgrained-291.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
292,fgrained-292.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
293,fgrained-293.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
294,fgrained-294.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
295,fgrained-295.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
296,fgrained-296.png,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
297,fgrained-297.png,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
298,fgrained-298.png,FAMILY,Pyralidae,,,,NorthEasternAmerica
299,fgrained-299.png,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
300,fgrained-300.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
301,fgrained-301.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
302,fgrained-302.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
303,fgrained-303.png,FAMILY,Gelechiidae,,,,NorthEasternAmerica
304,fgrained-304.png,ORDER,Moth,,,,NorthEasternAmerica
305,fgrained-305.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
306,fgrained-306.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
307,fgrained-307.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
308,fgrained-308.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
309,fgrained-309.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
310,fgrained-310.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
311,fgrained-311.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
312,fgrained-312.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
313,fgrained-313.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
314,fgrained-314.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
315,fgrained-315.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
316,fgrained-316.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
317,fgrained-317.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
318,fgrained-318.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
319,fgrained-319.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
320,fgrained-320.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
321,fgrained-321.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
322,fgrained-322.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
323,fgrained-323.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
324,fgrained-324.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
325,fgrained-325.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
326,fgrained-326.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
327,fgrained-327.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
328,fgrained-328.png,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
329,fgrained-329.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
330,fgrained-330.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
331,fgrained-331.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
332,fgrained-332.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
333,fgrained-333.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
334,fgrained-334.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
335,fgrained-335.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
336,fgrained-336.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
337,fgrained-337.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
338,fgrained-338.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
339,fgrained-339.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
340,fgrained-340.png,ORDER,Moth,,,,NorthEasternAmerica
341,fgrained-341.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
342,fgrained-342.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
343,fgrained-343.png,SPECIES,Hypoprepia fucosa,,1806737.0,1806737.0,NorthEasternAmerica
344,fgrained-344.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
345,fgrained-345.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
346,fgrained-346.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
347,fgrained-347.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
348,fgrained-348.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
349,fgrained-349.png,FAMILY,Tortricidae,,,,NorthEasternAmerica
