index,identifier,taxon_rank,label,synonym,speciesKey,acceptedTaxonKey,region
37,fgrained-37.pt,GENUS,Macaria sp.,,,,NorthEasternAmerica
38,fgrained-38.pt,GENUS,Palpita sp.,,,,NorthEasternAmerica
39,fgrained-39.pt,ORDER,Moth,,,,NorthEasternAmerica
40,fgrained-40.pt,ORDER,Moth,,,,NorthEasternAmerica
41,fgrained-41.pt,SPECIES,Lophocampa caryae,,1817732.0,1817732.0,NorthEasternAmerica
42,fgrained-42.pt,GENUS,Macaria sp.,,,,NorthEasternAmerica
43,fgrained-43.pt,SPECIES,Dryocampa rubicunda,,1865862.0,1865862.0,NorthEasternAmerica
44,fgrained-44.pt,GENUS,Macaria sp.,,,,NorthEasternAmerica
45,fgrained-45.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
46,fgrained-46.pt,SPECIES,Actias luna,,1865668.0,1865668.0,NorthEasternAmerica
47,fgrained-47.pt,GENUS,Macaria sp.,,,,NorthEasternAmerica
48,fgrained-48.pt,SPECIES,Clepsis persicana,,7350238.0,7350238.0,NorthEasternAmerica
49,fgrained-49.pt,SPECIES,Clemensia albata,,5114903.0,5114903.0,NorthEasternAmerica
50,fgrained-50.pt,GENUS,Macaria sp.,,,,NorthEasternAmerica
51,fgrained-51.pt,ORDER,Moth,,,,NorthEasternAmerica
52,fgrained-52.pt,ORDER,Moth,,,,NorthEasternAmerica
53,fgrained-53.pt,ORDER,Moth,,,,NorthEasternAmerica
54,fgrained-54.pt,ORDER,Moth,,,,NorthEasternAmerica
55,fgrained-55.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
56,fgrained-56.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
57,fgrained-57.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
58,fgrained-58.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
59,fgrained-59.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
60,fgrained-60.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
61,fgrained-61.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
62,fgrained-62.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
63,fgrained-63.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
64,fgrained-64.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
65,fgrained-65.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
66,fgrained-66.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
67,fgrained-67.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
68,fgrained-68.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
69,fgrained-69.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
70,fgrained-70.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
71,fgrained-71.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
72,fgrained-72.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
73,fgrained-73.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
74,fgrained-74.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
75,fgrained-75.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
76,fgrained-76.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
77,fgrained-77.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
78,fgrained-78.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
79,fgrained-79.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
80,fgrained-80.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
81,fgrained-81.pt,GENUS,Sparganothis sp.,,,,NorthEasternAmerica
82,fgrained-82.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
83,fgrained-83.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
84,fgrained-84.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
85,fgrained-85.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
86,fgrained-86.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
87,fgrained-87.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
88,fgrained-88.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
89,fgrained-89.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
90,fgrained-90.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
91,fgrained-91.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
92,fgrained-92.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
93,fgrained-93.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
94,fgrained-94.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
95,fgrained-95.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
96,fgrained-96.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
97,fgrained-97.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
98,fgrained-98.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
99,fgrained-99.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
100,fgrained-100.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
101,fgrained-101.pt,ORDER,Moth,,,,NorthEasternAmerica
102,fgrained-102.pt,ORDER,Moth,,,,NorthEasternAmerica
103,fgrained-103.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
104,fgrained-104.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
105,fgrained-105.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
106,fgrained-106.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
107,fgrained-107.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
108,fgrained-108.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
109,fgrained-109.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
110,fgrained-110.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
111,fgrained-111.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
112,fgrained-112.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
113,fgrained-113.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
114,fgrained-114.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
115,fgrained-115.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
116,fgrained-116.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
117,fgrained-117.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
118,fgrained-118.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
119,fgrained-119.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
120,fgrained-120.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
121,fgrained-121.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
122,fgrained-122.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
123,fgrained-123.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
124,fgrained-124.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
125,fgrained-125.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
126,fgrained-126.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
127,fgrained-127.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
128,fgrained-128.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
129,fgrained-129.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
130,fgrained-130.pt,SPECIES,Hypoprepia fucosa,,1806737.0,1806737.0,NorthEasternAmerica
131,fgrained-131.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
132,fgrained-132.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
133,fgrained-133.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
134,fgrained-134.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
135,fgrained-135.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
136,fgrained-136.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
137,fgrained-137.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
138,fgrained-138.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
139,fgrained-139.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
140,fgrained-140.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
141,fgrained-141.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
142,fgrained-142.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
143,fgrained-143.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
144,fgrained-144.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
145,fgrained-145.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
146,fgrained-146.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
147,fgrained-147.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
148,fgrained-148.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
149,fgrained-149.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
150,fgrained-150.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
151,fgrained-151.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
152,fgrained-152.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
153,fgrained-153.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
154,fgrained-154.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
155,fgrained-155.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
156,fgrained-156.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
157,fgrained-157.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
158,fgrained-158.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
159,fgrained-159.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
160,fgrained-160.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
161,fgrained-161.pt,ORDER,Moth,,,,NorthEasternAmerica
162,fgrained-162.pt,ORDER,Moth,,,,NorthEasternAmerica
163,fgrained-163.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
164,fgrained-164.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
165,fgrained-165.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
166,fgrained-166.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
167,fgrained-167.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
168,fgrained-168.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
169,fgrained-169.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
170,fgrained-170.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
171,fgrained-171.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
172,fgrained-172.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
173,fgrained-173.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
174,fgrained-174.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
175,fgrained-175.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
176,fgrained-176.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
177,fgrained-177.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
178,fgrained-178.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
179,fgrained-179.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
180,fgrained-180.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
181,fgrained-181.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
182,fgrained-182.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
183,fgrained-183.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
184,fgrained-184.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
185,fgrained-185.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
186,fgrained-186.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
187,fgrained-187.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
188,fgrained-188.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
189,fgrained-189.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
190,fgrained-190.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
191,fgrained-191.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
192,fgrained-192.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
193,fgrained-193.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
194,fgrained-194.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
195,fgrained-195.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
196,fgrained-196.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
197,fgrained-197.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
198,fgrained-198.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
199,fgrained-199.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
200,fgrained-200.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
201,fgrained-201.pt,ORDER,Moth,,,,NorthEasternAmerica
202,fgrained-202.pt,ORDER,Moth,,,,NorthEasternAmerica
203,fgrained-203.pt,ORDER,Moth,,,,NorthEasternAmerica
204,fgrained-204.pt,ORDER,Moth,,,,NorthEasternAmerica
205,fgrained-205.pt,ORDER,Moth,,,,NorthEasternAmerica
206,fgrained-206.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
207,fgrained-207.pt,SPECIES,Idia americalis,,9498206.0,9498206.0,NorthEasternAmerica
208,fgrained-208.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
209,fgrained-209.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
210,fgrained-210.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
211,fgrained-211.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
212,fgrained-212.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
213,fgrained-213.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
214,fgrained-214.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
215,fgrained-215.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
216,fgrained-216.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
217,fgrained-217.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
218,fgrained-218.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
219,fgrained-219.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
220,fgrained-220.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
221,fgrained-221.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
222,fgrained-222.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
223,fgrained-223.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
224,fgrained-224.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
225,fgrained-225.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
226,fgrained-226.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
227,fgrained-227.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
228,fgrained-228.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
229,fgrained-229.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
230,fgrained-230.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
231,fgrained-231.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
232,fgrained-232.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
233,fgrained-233.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
234,fgrained-234.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
235,fgrained-235.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
236,fgrained-236.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
237,fgrained-237.pt,FAMILY,Blastobasidae,,,,NorthEasternAmerica
238,fgrained-238.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
239,fgrained-239.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
240,fgrained-240.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
241,fgrained-241.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
242,fgrained-242.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
243,fgrained-243.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
244,fgrained-244.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
245,fgrained-245.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
246,fgrained-246.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
247,fgrained-247.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
248,fgrained-248.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
249,fgrained-249.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
250,fgrained-250.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
251,fgrained-251.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
252,fgrained-252.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
253,fgrained-253.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
254,fgrained-254.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
255,fgrained-255.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
256,fgrained-256.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
257,fgrained-257.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
258,fgrained-258.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
259,fgrained-259.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
260,fgrained-260.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
261,fgrained-261.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
262,fgrained-262.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
263,fgrained-263.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
264,fgrained-264.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
265,fgrained-265.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
266,fgrained-266.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
267,fgrained-267.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
268,fgrained-268.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
269,fgrained-269.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
270,fgrained-270.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
271,fgrained-271.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
272,fgrained-272.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
273,fgrained-273.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
274,fgrained-274.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
275,fgrained-275.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
276,fgrained-276.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
277,fgrained-277.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
278,fgrained-278.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
279,fgrained-279.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
280,fgrained-280.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
281,fgrained-281.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
282,fgrained-282.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
283,fgrained-283.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
284,fgrained-284.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
285,fgrained-285.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
286,fgrained-286.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
287,fgrained-287.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
288,fgrained-288.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
289,fgrained-289.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
290,fgrained-290.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
291,fgrained-291.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
292,fgrained-292.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
293,fgrained-293.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
294,fgrained-294.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
295,fgrained-295.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
296,fgrained-296.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
297,fgrained-297.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
298,fgrained-298.pt,FAMILY,Pyralidae,,,,NorthEasternAmerica
299,fgrained-299.pt,SPECIES,Choristoneura fumiferana,,5102666.0,5102666.0,NorthEasternAmerica
300,fgrained-300.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
301,fgrained-301.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
302,fgrained-302.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
303,fgrained-303.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
304,fgrained-304.pt,ORDER,Moth,,,,NorthEasternAmerica
305,fgrained-305.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
306,fgrained-306.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
307,fgrained-307.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
308,fgrained-308.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
309,fgrained-309.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
310,fgrained-310.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
311,fgrained-311.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
312,fgrained-312.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
313,fgrained-313.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
314,fgrained-314.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
315,fgrained-315.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
316,fgrained-316.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
317,fgrained-317.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
318,fgrained-318.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
319,fgrained-319.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
320,fgrained-320.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
321,fgrained-321.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
322,fgrained-322.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
323,fgrained-323.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
324,fgrained-324.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
325,fgrained-325.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
326,fgrained-326.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
327,fgrained-327.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
328,fgrained-328.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
329,fgrained-329.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
330,fgrained-330.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
331,fgrained-331.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
332,fgrained-332.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
333,fgrained-333.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
334,fgrained-334.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
335,fgrained-335.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
336,fgrained-336.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
337,fgrained-337.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
338,fgrained-338.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
339,fgrained-339.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
340,fgrained-340.pt,ORDER,Moth,,,,NorthEasternAmerica
341,fgrained-341.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
